	15C	15H	26C	26H	27C	27H	28C	28H	29C	29H	2C	2H	4C	4H	
isogroupTR115347_c0_g1	36	33	73	33	29	40	24	11	9	26	23	23	35	29	
isogroupTR115348_c2_g1	66	78	178	84	108	78	69	43	53	92	138	135	116	108	
isogroupTR115349_c3_g1	4	8	8	6	4	13	5	3	7	13	15	12	17	5	
isogroupTR115350_c8_g4	2	2	6	7	8	6	7	3	0	3	12	7	12	8	
isogroupTR115350_c9_g1	3	3	2	6	12	7	2	1	2	2	3	2	3	7	
isogroupTR115351_c1_g2	38	6	9	1	4	8	0	1	25	28	74	12	0	3	
isogroupTR115352_c0_g1	225	109	311	98	78	263	94	63	205	139	237	128	125	119	
isogroupTR115354_c1_g3	0	0	2	1	0	2	0	0	0	0	0	0	0	0	
isogroupTR115354_c1_g9	1	0	0	1	0	3	0	0	0	0	1	0	0	0	
isogroupTR115355_c1_g1	1	4	1	3	2	0	1	2	2	1	14	6	0	1	
isogroupTR115355_c1_g3	1	0	2	3	5	1	0	1	1	4	6	2	2	4	
isogroupTR115356_c0_g6	9	1	13	5	2	2	2	2	5	4	5	0	4	1	
isogroupTR115356_c0_g7	0	0	0	1	1	0	0	0	0	1	2	2	3	0	
isogroupTR115357_c7_g1	27	20	62	34	32	20	27	11	10	20	34	29	50	47	
isogroupTR115357_c8_g1	35	25	79	44	26	37	17	20	19	31	21	26	33	26	
isogroupTR115358_c1_g1	172	45	126	67	42	96	48	74	42	135	157	92	89	55	
isogroupTR115359_c0_g1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR115359_c0_g2	52	37	180	63	109	53	96	34	28	38	132	121	127	72	
isogroupTR115360_c4_g1	2	0	0	1	10	0	3	1	0	0	3	1	1	1	
isogroupTR115361_c6_g1	1	1	13	1	9	7	10	0	1	5	1	2	11	4	
isogroupTR115362_c2_g1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
isogroupTR115362_c2_g2	2	1	0	0	0	0	0	0	0	0	1	0	1	0	
isogroupTR115362_c3_g1	6	3	8	7	6	43	3	1	5	6	17	16	8	5	
isogroupTR115363_c4_g2	15	2	30	8	6	9	15	2	4	6	8	10	19	11	
isogroupTR115365_c2_g1	0	0	0	1	0	0	0	0	0	0	2	0	2	1	
isogroupTR115365_c3_g1	9	4	15	12	0	5	1	10	1	5	3	2	6	5	
isogroupTR115365_c3_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroupTR115365_c3_g4	6	7	0	0	2	0	1	2	0	1	2	3	1	1	
isogroupTR115365_c3_g6	1	1	3	1	0	0	0	1	0	0	2	0	3	2	
isogroupTR115365_c3_g7	1	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR115366_c0_g1	156	36	285	63	71	70	88	66	62	152	161	102	98	61	
isogroupTR115368_c0_g1	423	236	602	279	194	382	284	200	217	341	630	414	383	346	
isogroupTR115370_c3_g1	72	20	130	93	21	23	36	118	23	179	119	134	77	84	
isogroupTR115370_c4_g1	3	3	2	1	1	0	0	2	2	0	2	1	2	0	
isogroupTR115370_c4_g2	0	1	1	2	1	2	0	0	0	1	1	2	0	2	
isogroupTR115373_c2_g1	6	0	7	1	1	8	1	0	0	8	8	4	38	27	
isogroupTR115374_c7_g2	365	99	549	120	153	345	160	175	175	290	369	242	210	151	
isogroupTR115375_c3_g1	2	2	22	7	9	5	12	4	0	0	5	3	7	11	
isogroupTR115376_c1_g3	6	7	5	3	3	6	2	4	3	7	7	12	6	9	
isogroupTR115376_c1_g4	0	3	3	0	0	2	1	1	0	0	2	1	0	0	
isogroupTR115376_c1_g6	0	0	0	0	0	1	1	0	1	0	0	1	0	1	
isogroupTR115377_c2_g1	45	29	99	16	25	19	35	29	32	30	73	37	43	28	
isogroupTR115378_c5_g1	9	4	26	10	5	2	5	5	8	6	9	8	6	7	
isogroupTR115378_c6_g1	49	9	29	7	20	12	5	7	2	29	29	15	6	1	
isogroupTR115378_c6_g3	7	8	11	10	5	10	9	14	11	16	8	17	31	26	
isogroupTR115378_c6_g4	6	4	5	4	6	3	5	0	2	1	5	2	5	2	
isogroupTR115378_c6_g5	0	1	2	1	0	0	1	0	2	2	1	0	0	0	
isogroupTR115379_c3_g1	62	45	102	54	30	50	26	65	21	76	49	63	39	45	
isogroupTR115380_c1_g1	0	1	1	1	1	0	0	0	0	0	0	1	2	0	
isogroupTR115380_c3_g1	4	2	2	2	8	9	0	2	0	0	0	0	5	6	
isogroupTR115380_c4_g1	0	1	3	0	0	0	0	0	2	0	1	0	0	0	
isogroupTR115380_c4_g2	20	7	48	22	3	2	16	8	5	4	17	8	22	16	
isogroupTR115381_c1_g2	174	91	380	138	123	163	150	95	117	105	314	193	192	134	
isogroupTR115382_c2_g3	0	1	5	1	1	2	3	1	0	1	4	4	1	4	
isogroupTR115382_c2_g4	1	1	1	4	0	0	4	0	0	1	1	1	0	0	
isogroupTR115383_c14_g1	60	29	187	58	88	47	64	57	18	55	125	102	154	74	
isogroupTR115384_c3_g1	0	3	2	3	4	1	4	1	5	1	3	3	5	2	
isogroupTR115384_c6_g2	10	4	1	1	4	8	2	3	14	28	22	8	5	8	
isogroupTR115384_c7_g1	0	1	1	0	0	0	0	0	1	17	1	0	5	3	
isogroupTR115385_c0_g1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
isogroupTR115385_c0_g2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR115387_c0_g1	36	20	29	5	14	18	14	12	9	10	32	27	23	26	
isogroupTR115387_c0_g2	6	1	11	9	10	1	8	8	0	5	7	10	0	3	
isogroupTR115388_c2_g1	3	1	5	3	4	7	0	3	1	1	5	7	4	5	
isogroupTR115388_c4_g1	285	77	444	115	135	160	118	132	47	177	185	208	214	177	
isogroupTR115389_c0_g2	67	53	106	60	71	53	55	22	55	62	100	69	76	86	
isogroupTR115390_c4_g1	5	3	9	3	2	3	2	3	1	1	3	5	0	2	
isogroupTR115390_c5_g1	3	1	8	4	0	5	0	0	2	5	4	1	2	3	
isogroupTR115390_c5_g2	0	0	5	0	0	0	0	1	0	2	2	1	0	2	
isogroupTR115394_c0_g1	1	1	1	0	1	0	0	0	0	1	2	2	1	0	
isogroupTR115395_c1_g1	29	24	33	19	25	32	8	19	20	39	52	67	31	26	
isogroupTR115408_c0_g1	132	64	156	55	78	198	76	54	58	85	173	109	84	71	
isogroupTR115415_c0_g1	6	28	11	3	1	54	1	10	1	17	14	18	3	16	
isogroupTR115443_c1_g1	70	64	125	99	68	61	73	59	45	57	130	101	64	74	
isogroupTR115448_c0_g1	0	1	0	0	0	0	0	0	0	0	1	2	1	0	
isogroupTR115453_c0_g1	65	74	86	49	30	188	25	56	34	84	83	106	48	75	
isogroupTR115455_c0_g1	0	1	1	1	1	0	1	1	0	0	0	1	1	1	
isogroupTR115458_c0_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR115461_c0_g1	4	8	4	5	6	7	2	9	16	3	8	21	5	11	
isogroupTR115480_c1_g1	0	0	0	0	0	5	0	0	0	5	0	1	5	0	
isogroupTR115481_c0_g1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroupTR115494_c0_g1	8	11	8	9	2	3	3	7	8	6	13	7	4	5	
isogroupTR115498_c0_g1	0	0	7	2	3	0	1	0	0	1	3	0	3	0	
isogroupTR115521_c0_g1	18	3	1069	336	4	7	541	444	3	8	8	40	167	202	
isogroupTR115526_c0_g1	99	26	167	40	56	49	79	30	26	43	87	61	104	47	
isogroupTR115530_c0_g1	135	131	121	66	33	56	39	42	26	93	106	80	18	29	
isogroupTR11553_c0_g1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	
isogroupTR115571_c0_g1	0	0	2	4	0	0	2	1	0	0	0	0	0	0	
isogroupTR115575_c0_g1	10	11	23	10	7	5	10	5	4	2	13	19	9	7	
isogroupTR115590_c0_g1	0	0	0	0	0	2	0	0	0	0	2	0	0	0	
isogroupTR115623_c0_g1	11	2	23	5	1	8	2	2	2	11	5	4	11	5	
isogroupTR115633_c0_g2	0	0	11	1	1	0	3	0	0	0	0	1	4	1	
isogroupTR115644_c0_g2	1	0	2	1	1	0	0	1	3	1	1	5	1	0	
isogroupTR115655_c0_g2	0	1	0	1	2	0	4	0	6	1	4	0	0	0	
isogroupTR115690_c1_g1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	
isogroupTR115701_c0_g1	1	1	4	5	2	2	1	4	1	3	4	1	3	5	
isogroupTR115718_c2_g1	0	0	9	0	27	17	2	0	1	0	2	2	0	0	
isogroupTR115734_c1_g1	2	1	7	0	2	0	0	1	2	0	3	0	0	1	
isogroupTR115757_c0_g1	7	6	14	9	5	2	4	6	3	0	9	5	9	7	
isogroupTR115773_c0_g1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	
isogroupTR115793_c0_g1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	
isogroupTR1157_c0_g1	0	0	0	0	0	0	0	0	0	0	2	2	1	3	
isogroupTR115817_c0_g1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	
isogroupTR115822_c0_g1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	
isogroupTR115903_c0_g1	1	1	0	1	0	0	2	0	1	1	0	1	2	1	
isogroupTR115903_c5_g1	55	17	84	23	24	12	19	9	40	40	58	22	34	34	
isogroupTR115903_c6_g4	14	11	33	10	10	7	9	7	4	8	17	18	18	9	
isogroupTR115904_c4_g11	19	8	67	17	12	18	11	12	10	35	67	63	59	22	
isogroupTR115905_c2_g1	39	26	83	41	45	55	28	28	37	38	81	65	34	50	
isogroupTR115905_c2_g2	0	0	2	0	1	0	0	1	2	2	3	1	0	0	
isogroupTR115906_c1_g2	0	0	2	7	0	0	1	1	2	0	2	5	0	1	
isogroupTR115906_c7_g3	33	20	61	20	32	61	21	16	15	26	21	35	31	19	
isogroupTR115910_c0_g1	7	6	6	2	11	2	2	1	1	4	9	4	4	4	
isogroupTR115911_c4_g2	8	3	11	6	3	3	2	3	2	2	4	5	8	7	
isogroupTR115911_c4_g3	92	57	157	49	53	62	60	34	45	98	117	81	79	62	
isogroupTR115911_c4_g5	0	0	2	1	1	2	3	0	0	0	1	0	1	0	
isogroupTR115913_c6_g10	0	1	9	6	1	3	3	2	3	3	0	4	5	11	
isogroupTR115913_c6_g11	54	27	105	51	33	22	48	20	30	62	81	51	75	64	
isogroupTR115913_c6_g2	17	9	290	61	124	92	61	44	27	39	52	49	48	43	
isogroupTR115913_c6_g8	30	17	66	31	22	17	27	10	21	34	72	32	27	36	
isogroupTR115914_c3_g4	8	5	12	4	8	4	8	2	11	11	9	8	6	6	
isogroupTR115914_c3_g5	0	4	14	4	4	3	3	1	3	5	7	1	3	5	
isogroupTR115914_c3_g6	2	2	6	3	4	4	3	4	24	22	8	17	4	10	
isogroupTR115915_c9_g1	78	28	80	21	23	46	20	15	32	61	74	57	42	44	
isogroupTR115916_c8_g1	0	0	6	3	0	0	12	8	5	1	23	25	6	9	
isogroupTR115916_c9_g3	7	13	30	12	4	11	5	6	1	12	17	25	11	8	
isogroupTR115916_c9_g5	12	4	35	5	5	2	7	5	5	5	3	16	12	11	
isogroupTR115917_c1_g2	7	12	11	6	5	6	2	4	3	4	14	7	14	7	
isogroupTR115918_c4_g2	5	4	1	2	2	1	0	2	7	4	7	4	12	10	
isogroupTR115918_c4_g4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroupTR115920_c0_g2	11	7	24	1	2	5	1	5	3	12	8	9	10	3	
isogroupTR115921_c5_g1	22	24	80	34	31	21	27	18	23	23	38	29	48	43	
isogroupTR115922_c49_g1	82	22	123	54	24	32	35	37	23	37	64	48	41	23	
isogroupTR115924_c0_g2	0	1	0	0	4	0	1	0	1	1	3	5	1	1	
isogroupTR115924_c0_g3	0	0	0	0	1	0	1	0	2	1	1	2	0	1	
isogroupTR115924_c1_g1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
isogroupTR115924_c1_g4	1	5	2	5	5	2	2	2	1	3	3	3	4	0	
isogroupTR115925_c4_g2	1	0	36	12	3	1	7	8	7	4	7	7	4	3	
isogroupTR115928_c4_g3	47	12	141	22	23	28	24	10	18	17	40	25	91	52	
isogroupTR115929_c2_g1	0	0	0	2	0	2	0	0	1	0	1	1	1	1	
isogroupTR115929_c4_g3	26	16	34	4	7	13	2	8	5	9	35	25	16	9	
isogroupTR115931_c8_g1	17	24	35	28	28	25	26	15	12	13	59	13	50	20	
isogroupTR115931_c9_g1	14	4	32	7	7	1	5	8	8	26	25	20	6	9	
isogroupTR115932_c6_g10	0	4	1	0	1	2	0	1	2	1	0	0	2	2	
isogroupTR115933_c3_g1	2	2	6	1	4	2	2	4	3	0	1	7	6	4	
isogroupTR115933_c4_g4	21	11	16	12	11	14	8	8	9	17	19	18	16	21	
isogroupTR115934_c4_g1	22	13	31	12	6	20	16	8	16	36	33	20	10	10	
isogroupTR115934_c4_g3	0	1	2	6	0	0	1	2	2	7	1	8	0	2	
isogroupTR115936_c1_g1	76	61	144	59	79	42	71	24	43	51	150	91	126	91	
isogroupTR115942_c5_g2	7	2	11	12	5	4	6	0	2	5	10	9	6	2	
isogroupTR115942_c6_g3	0	0	2	1	0	0	1	2	2	1	3	3	1	7	
isogroupTR115942_c6_g5	0	2	0	0	0	0	0	0	0	0	1	0	1	0	
isogroupTR115943_c3_g2	4	7	13	4	3	5	4	2	2	2	3	6	5	3	
isogroupTR115943_c4_g4	2	2	2	3	0	2	1	0	0	2	1	0	1	0	
isogroupTR115944_c4_g6	27	16	41	22	31	41	26	15	4	25	41	28	40	46	
isogroupTR115945_c4_g2	1	7	8	1	7	15	2	6	8	4	6	10	3	10	
isogroupTR115945_c5_g1	17	17	59	16	37	10	34	11	5	17	19	20	60	26	
isogroupTR115945_c7_g1	55	35	128	50	54	61	42	24	39	52	145	76	58	51	
isogroupTR115945_c8_g1	108	78	307	71	67	92	73	57	52	115	209	172	142	102	
isogroupTR115945_c8_g5	0	0	4	0	0	2	0	6	1	1	5	4	2	2	
isogroupTR115947_c0_g3	12	11	5	2	4	6	3	0	5	10	31	21	4	6	
isogroupTR115948_c6_g2	3	1	2	2	1	8	1	3	1	2	6	2	1	2	
isogroupTR115948_c6_g6	0	0	0	0	0	7	0	0	0	0	1	0	0	0	
isogroupTR115948_c7_g1	38	41	95	82	32	260	46	70	99	119	178	161	116	163	
isogroupTR115951_c7_g2	116	88	265	90	65	71	70	57	75	82	137	105	91	111	
isogroupTR115952_c0_g2	3	8	8	4	4	3	5	1	2	6	2	3	10	3	
isogroupTR115953_c6_g1	58	19	104	44	30	21	52	28	41	51	68	52	24	23	
isogroupTR115954_c0_g1	49	25	72	25	45	29	34	25	14	38	54	29	73	50	
isogroupTR115955_c5_g1	109	30	56	11	30	35	11	17	31	59	78	38	37	22	
isogroupTR115955_c5_g2	1	0	2	3	1	0	1	1	1	1	0	0	2	5	
isogroupTR115956_c3_g2	58	30	139	65	109	60	59	29	45	61	110	71	83	75	
isogroupTR115961_c2_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	
isogroupTR115961_c3_g2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	
isogroupTR115963_c7_g2	15	14	29	13	3	6	2	6	9	27	29	9	6	0	
isogroupTR115963_c7_g4	4	9	8	8	1	1	0	6	4	17	10	13	0	0	
isogroupTR115964_c2_g1	189	101	482	88	221	42	189	97	59	183	191	204	279	190	
isogroupTR115966_c13_g10	219	90	438	195	35	32	170	184	74	182	80	89	217	121	
isogroupTR115966_c13_g2	32	25	89	34	27	10	28	6	19	20	39	29	40	27	
isogroupTR115966_c13_g8	4	4	4	4	10	2	7	3	1	3	8	8	1	10	
isogroupTR115967_c2_g3	64	58	291	252	157	387	270	544	281	286	406	312	284	286	
isogroupTR115968_c1_g1	0	1	4	0	0	0	0	0	0	0	0	1	0	0	
isogroupTR115970_c2_g1	221	107	455	110	138	192	104	170	88	258	240	231	238	161	
isogroupTR115970_c2_g2	3	4	5	3	4	1	7	0	4	1	5	4	11	8	
isogroupTR115975_c5_g1	6	4	12	6	12	1	5	6	1	5	14	0	14	8	
isogroupTR115976_c2_g3	0	2	2	1	0	0	0	0	0	1	2	0	0	0	
isogroupTR115976_c3_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR115976_c3_g3	2	0	1	1	0	0	1	0	1	0	2	0	2	0	
isogroupTR115977_c0_g1	2	0	2	0	0	6	0	0	2	1	2	3	5	0	
isogroupTR115977_c1_g4	11	6	8	7	7	37	2	10	26	6	18	13	7	12	
isogroupTR115977_c1_g5	2	1	41	18	6	9	12	10	4	10	0	2	11	9	
isogroupTR115978_c3_g1	0	0	1	0	2	1	0	0	0	0	3	3	0	1	
isogroupTR115978_c4_g6	0	0	1	0	0	0	0	0	1	0	3	1	1	1	
isogroupTR115978_c4_g7	0	0	3	0	1	0	4	0	0	0	4	1	1	1	
isogroupTR115978_c5_g1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR115978_c5_g2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	
isogroupTR115978_c5_g3	0	0	0	3	0	0	0	0	0	0	4	3	0	1	
isogroupTR115978_c6_g3	0	1	9	2	0	4	6	2	0	2	11	14	1	11	
isogroupTR115979_c1_g1	37	19	6	5	2	29	1	4	47	39	40	27	0	0	
isogroupTR115979_c2_g1	13	10	9	2	5	23	3	5	16	18	57	19	2	6	
isogroupTR115979_c2_g2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	
isogroupTR115980_c1_g3	0	0	17	19	0	3	3	7	3	2	4	2	8	18	
isogroupTR115980_c2_g1	0	1	10	12	0	1	6	4	0	2	2	0	3	12	
isogroupTR115982_c1_g2	11	16	13	11	15	2	11	0	11	6	34	3	38	18	
isogroupTR115982_c1_g5	0	0	0	0	1	0	0	0	0	0	0	0	1	0	
isogroupTR115984_c1_g1	1	0	1	0	1	0	3	0	0	0	0	2	1	1	
isogroupTR115984_c2_g3	0	0	0	0	0	0	0	0	0	0	1	0	2	0	
isogroupTR115984_c2_g4	136	151	467	163	211	111	196	77	85	183	250	200	265	233	
isogroupTR115985_c1_g1	9	12	16	20	18	6	10	2	3	11	12	12	18	6	
isogroupTR115985_c1_g6	0	0	1	0	0	0	2	0	0	0	1	0	0	0	
isogroupTR115986_c3_g7	71	25	137	31	78	52	24	16	13	32	87	88	56	35	
isogroupTR115986_c3_g8	122	33	73	21	39	17	22	8	10	22	65	33	83	20	
isogroupTR115987_c9_g1	5	29	17	14	20	8	13	4	1	6	14	25	16	22	
isogroupTR115988_c3_g4	12	5	18	7	4	4	6	4	2	5	3	9	11	3	
isogroupTR115989_c3_g1	0	1	2	0	2	1	0	1	0	0	1	1	1	0	
isogroupTR115990_c4_g3	28	12	56	20	15	7	10	3	5	12	24	19	26	10	
isogroupTR115990_c5_g1	128	98	339	98	136	62	93	59	72	120	211	175	157	119	
isogroupTR115991_c3_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroupTR115991_c4_g21	6	2	7	1	2	3	1	5	1	2	5	8	4	0	
isogroupTR115992_c1_g1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	
isogroupTR115993_c10_g1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	
isogroupTR115993_c10_g2	0	1	0	0	0	0	0	0	0	0	2	0	0	2	
isogroupTR115993_c3_g1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
isogroupTR115993_c9_g2	0	2	4	4	5	3	0	2	3	3	3	2	4	2	
isogroupTR115994_c10_g2	0	1	1	2	0	1	0	0	2	1	4	5	5	1	
isogroupTR115994_c2_g1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	
isogroupTR115994_c8_g1	0	0	1	0	0	0	0	0	0	0	4	3	6	3	
isogroupTR115995_c2_g1	1	3	5	0	1	3	1	2	5	5	2	0	2	1	
isogroupTR115995_c4_g1	4	7	7	3	3	9	1	3	5	4	19	10	7	9	
isogroupTR115995_c4_g2	15	15	48	29	10	14	8	23	11	26	15	26	4	10	
isogroupTR115997_c0_g1	68	89	208	112	96	163	143	75	67	72	178	118	150	160	
isogroupTR115999_c2_g4	0	1	1	0	0	0	0	0	1	0	6	1	0	0	
isogroupTR116000_c3_g1	1	0	1	0	3	0	0	0	0	1	5	0	0	0	
isogroupTR116000_c5_g1	100	284	369	640	433	243	466	286	181	193	392	505	364	397	
isogroupTR116000_c5_g12	72	25	139	60	71	78	35	56	14	79	69	123	107	65	
isogroupTR116000_c5_g16	26	15	18	4	8	18	8	5	5	18	50	51	66	28	
isogroupTR116000_c5_g9	8	22	21	23	29	9	13	13	8	21	22	26	21	34	
isogroupTR116001_c1_g1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	
isogroupTR116001_c2_g2	5	1	8	3	0	0	2	0	3	5	9	5	5	3	
isogroupTR116002_c5_g2	45	31	113	48	29	49	39	16	26	29	91	58	39	27	
isogroupTR116016_c0_g1	1	1	2	1	0	0	1	1	0	1	1	1	1	0	
isogroupTR116022_c0_g1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	
isogroupTR116070_c0_g1	0	0	4	0	2	3	0	0	3	1	0	3	0	1	
isogroupTR116101_c0_g1	129	59	411	122	166	73	255	89	41	29	181	109	377	121	
isogroupTR116118_c2_g1	5	1	7	0	2	8	1	2	1	7	2	5	6	6	
isogroupTR116132_c0_g1	1	2	4	0	1	1	0	0	1	4	3	1	0	0	
isogroupTR116142_c0_g1	3	0	3	2	0	0	0	1	0	0	1	1	1	2	
isogroupTR116147_c0_g1	1	0	1	3	0	3	3	1	0	0	1	1	1	0	
isogroupTR116151_c0_g1	5	2	5	0	0	1	1	1	0	0	0	1	0	1	
isogroupTR116166_c1_g1	1	0	2	3	0	1	0	5	0	1	1	4	0	1	
isogroupTR116185_c0_g1	0	1	1	0	0	0	1	1	0	0	1	2	3	0	
isogroupTR116186_c0_g1	1	0	1	2	0	0	0	0	0	0	0	0	1	0	
isogroupTR116227_c0_g2	1	0	0	0	1	0	0	0	1	0	0	0	1	1	
isogroupTR116228_c0_g1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	
isogroupTR116231_c0_g1	2	0	3	0	1	0	1	0	2	0	1	0	0	0	
isogroupTR116234_c0_g1	105	85	266	121	112	89	110	28	108	86	195	95	160	159	
isogroupTR116250_c0_g1	1	3	7	5	5	11	5	10	2	4	9	14	10	8	
isogroupTR116250_c1_g1	3	3	6	2	4	7	3	6	4	4	17	20	4	7	
isogroupTR116279_c0_g1	214	86	299	80	232	114	84	44	53	111	207	166	221	141	
isogroupTR116291_c0_g1	0	0	4	0	1	0	1	2	0	0	2	1	0	0	
isogroupTR116333_c0_g1	1	3	11	7	1	3	10	4	2	5	3	6	3	6	
isogroupTR116340_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroupTR116344_c0_g1	0	0	0	0	1	0	0	1	0	0	0	1	2	0	
isogroupTR116351_c0_g1	6	2	25	3	6	4	5	3	4	8	6	7	12	10	
isogroupTR116351_c1_g1	0	0	0	1	1	0	0	0	0	0	0	0	2	0	
isogroupTR116351_c2_g1	1	0	2	0	0	1	2	0	0	0	1	1	4	2	
isogroupTR116388_c0_g3	18	5	24	4	10	11	3	3	3	8	2	6	4	1	
isogroupTR116435_c1_g1	17	7	33	7	15	11	5	8	2	20	11	19	7	4	
isogroupTR116441_c1_g2	0	0	2	1	0	1	0	3	0	3	0	0	0	0	
isogroupTR116470_c0_g1	26	2	3	3	0	42	2	1	12	62	25	1	3	1	
isogroupTR116473_c0_g2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR116480_c0_g1	0	0	0	1	1	0	1	1	0	0	4	1	2	0	
isogroupTR116487_c0_g1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	
isogroupTR116494_c0_g2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroupTR116498_c0_g1	1	2	7	1	3	1	2	3	2	3	3	3	9	0	
isogroupTR116512_c0_g1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	
isogroupTR116556_c1_g1	5	0	6	3	4	0	4	1	0	1	3	3	5	4	
isogroupTR116563_c0_g2	0	2	6	0	0	0	1	0	0	2	0	0	1	1	
isogroupTR116567_c0_g1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	
isogroupTR116567_c1_g1	3	1	1	1	5	0	1	0	0	1	0	3	2	1	
isogroupTR116577_c1_g2	0	0	3	0	0	0	0	0	2	1	1	1	2	0	
isogroupTR116589_c1_g1	1	2	0	1	0	1	0	0	0	1	0	0	2	0	
isogroupTR116590_c0_g1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
isogroupTR116593_c0_g1	20	11	58	16	18	14	23	22	5	34	58	38	31	25	
isogroupTR116595_c0_g1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	
isogroupTR116601_c0_g2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	
isogroupTR116603_c1_g1	58	31	81	19	35	85	30	23	11	40	81	81	74	58	
isogroupTR116608_c1_g3	1	0	0	0	4	2	2	1	0	0	3	1	2	0	
isogroupTR116638_c0_g1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	
isogroupTR116641_c0_g1	0	1	1	0	0	2	0	0	0	0	2	0	0	0	
isogroupTR116649_c0_g2	1	0	0	1	0	0	1	0	0	0	2	1	1	0	
isogroupTR116657_c0_g2	2	0	2	4	1	0	1	0	0	0	0	0	2	0	
isogroupTR116658_c0_g1	0	1	2	0	0	0	0	1	0	2	0	0	0	2	
isogroupTR116659_c0_g2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR116659_c0_g3	4	1	6	0	2	0	1	0	1	1	6	3	5	1	
isogroupTR116664_c0_g2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
isogroupTR116664_c1_g1	9	0	13	4	5	1	4	7	4	12	8	5	5	8	
isogroupTR116666_c0_g1	1	0	0	2	1	1	1	0	1	0	0	0	1	0	
isogroupTR116666_c0_g2	4	6	11	12	6	8	9	4	4	10	11	10	12	11	
isogroupTR116669_c0_g2	2	3	3	2	1	4	0	0	0	2	0	2	5	2	
isogroupTR116672_c0_g1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	
isogroupTR116672_c0_g2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR116672_c0_g4	0	0	1	0	3	1	0	0	1	0	2	0	1	1	
isogroupTR116675_c2_g1	14	30	20	26	21	37	21	22	14	30	36	47	29	37	
isogroupTR116678_c1_g1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	
isogroupTR116682_c6_g2	0	6	3	4	5	1	2	0	2	0	18	6	10	9	
isogroupTR116683_c6_g1	6	10	16	13	10	8	9	7	10	6	12	2	15	5	
isogroupTR116690_c5_g2	0	0	4	0	0	1	0	0	0	1	1	0	0	2	
isogroupTR116691_c0_g1	19	9	35	15	10	2	12	6	11	18	16	9	13	12	
isogroupTR116693_c2_g3	9	10	7	3	1	2	5	1	9	20	32	18	10	5	
isogroupTR116693_c2_g7	1	0	0	0	0	0	0	0	0	0	0	0	0	2	
isogroupTR116693_c2_g9	0	0	0	0	0	0	1	0	0	0	0	1	0	0	
isogroupTR116694_c2_g3	9	15	25	16	17	26	9	13	3	7	14	21	27	31	
isogroupTR116698_c2_g1	4	2	7	5	2	6	6	1	2	6	7	1	5	3	
isogroupTR116703_c2_g2	4	6	1	8	4	2	1	2	1	4	3	0	6	5	
isogroupTR116705_c7_g3	36	100	22	9	12	670	5	12	92	32	82	26	13	8	
isogroupTR116709_c10_g2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
isogroupTR116710_c2_g1	79	53	143	59	71	96	87	34	64	66	287	98	136	107	
